Farm	UniqueID	DOB	Group	Visit	Date	LastTreatmentDays	LastTreatmentCat	EPG	Serum	Copro	dEPG	dSerum	dCopro
O1	O1_2358	2010-07-29	Multiparous	C	2015-11-11	NA	LongerOrNever	0	121.4	4.15	FALSE	TRUE	TRUE
O1	O1_2363	2010-08-08	Multiparous	E	2016-04-14	NA	LongerOrNever	0.4	83.7	9.42	TRUE	TRUE	TRUE
O1	O1_2363	2010-08-08	Multiparous	B	2015-07-27	NA	LongerOrNever	0	139.6	5.89	FALSE	TRUE	TRUE
O1	O1_2363	2010-08-08	Multiparous	D	2016-02-02	NA	LongerOrNever	0.6	106.1	9.68	TRUE	TRUE	TRUE
O1	O1_2363	2010-08-08	Multiparous	C	2015-11-11	NA	LongerOrNever	0	133.6	7.47	FALSE	TRUE	TRUE
O1	O1_2363	2010-08-08	Multiparous	A	2015-04-27	NA	LongerOrNever	0.6	NA	6.83	TRUE	NA	TRUE
O1	O1_2363	2010-08-08	Multiparous	F	2016-08-15	NA	LongerOrNever	0.4	155.2	8.89	TRUE	TRUE	TRUE
O1	O1_2363	2010-08-08	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	169.3	21.69	NA	TRUE	TRUE
O1	O1_2366	2010-08-14	Multiparous	C	2015-11-11	NA	LongerOrNever	0	200.9	6.08	FALSE	TRUE	TRUE
O1	O1_2366	2010-08-14	Multiparous	F	2016-08-15	NA	LongerOrNever	1	222.8	4.83	TRUE	TRUE	TRUE
O1	O1_2366	2010-08-14	Multiparous	D	2016-02-02	NA	LongerOrNever	0	229.7	10.53	FALSE	TRUE	TRUE
O1	O1_2366	2010-08-14	Multiparous	E	2016-04-14	NA	LongerOrNever	1.4	217.1	4.68	TRUE	TRUE	TRUE
O1	O1_2366	2010-08-14	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	197.5	10.61	NA	TRUE	TRUE
O1	O1_2409	2010-11-13	Multiparous	E	2016-04-14	NA	LongerOrNever	0	217.7	1.55	FALSE	TRUE	TRUE
O1	O1_2409	2010-11-13	Multiparous	A	2015-04-27	NA	LongerOrNever	1	NA	19.71	TRUE	NA	TRUE
O1	O1_2409	2010-11-13	Multiparous	C	2015-11-11	NA	LongerOrNever	0	144.8	6.48	FALSE	TRUE	TRUE
O1	O1_2409	2010-11-13	Multiparous	D	2016-02-02	NA	LongerOrNever	0	206.1	1.68	FALSE	TRUE	TRUE
O1	O1_2409	2010-11-13	Multiparous	B	2015-07-27	NA	LongerOrNever	0	177.7	2.21	FALSE	TRUE	TRUE
O1	O1_2409	2010-11-13	Multiparous	F	2016-08-15	NA	LongerOrNever	0	206.6	0.85	FALSE	TRUE	FALSE
O1	O1_2572	2011-11-02	Multiparous	D	2016-02-02	NA	LongerOrNever	2	115.5	84.15	TRUE	TRUE	TRUE
O1	O1_2572	2011-11-02	Multiparous	F	2016-08-15	NA	LongerOrNever	0.8	147.2	24.29	TRUE	TRUE	TRUE
O1	O1_2572	2011-11-02	Multiparous	C	2015-11-11	NA	LongerOrNever	1.6	110.3	48.33	TRUE	TRUE	TRUE
O1	O1_2572	2011-11-02	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	100.8	108.31	NA	TRUE	TRUE
O1	O1_2572	2011-11-02	Multiparous	B	2015-07-27	NA	LongerOrNever	0.6	114.2	57.08	TRUE	TRUE	TRUE
O1	O1_2572	2011-11-02	Multiparous	E	2016-04-14	NA	LongerOrNever	1.8	146.7	46.2	TRUE	TRUE	TRUE
O1	O1_2580	2011-11-12	Multiparous	A	2015-04-27	NA	LongerOrNever	2	NA	67.79	TRUE	NA	TRUE
O1	O1_2661	2012-05-13	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	10.18	FALSE	NA	TRUE
O1	O1_2661	2012-05-13	Multiparous	C	2015-11-11	NA	LongerOrNever	0.6	177.7	11.43	TRUE	TRUE	TRUE
O1	O1_2661	2012-05-13	Multiparous	D	2016-02-02	NA	LongerOrNever	0	187	104.62	FALSE	TRUE	TRUE
O1	O1_2661	2012-05-13	Multiparous	B	2015-07-27	NA	LongerOrNever	0	210.9	3.37	FALSE	TRUE	TRUE
O1	O1_2661	2012-05-13	Multiparous	F	2016-08-15	NA	LongerOrNever	0	199.4	0.73	FALSE	TRUE	FALSE
O1	O1_2661	2012-05-13	Multiparous	E	2016-04-14	NA	LongerOrNever	0	153	1.42	FALSE	TRUE	TRUE
O1	O1_2661	2012-05-13	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	190.1	0.39	NA	TRUE	FALSE
O1	O1_2694	2012-07-14	Primiparous	E	2016-04-14	NA	LongerOrNever	1.2	59.6	77.08	TRUE	TRUE	TRUE
O1	O1_2694	2012-07-14	Primiparous	A	2015-04-27	NA	LongerOrNever	4.6	NA	120.96	TRUE	NA	TRUE
O1	O1_2694	2012-07-14	Primiparous	B	2015-07-27	NA	LongerOrNever	4	89.5	60.34	TRUE	TRUE	TRUE
O1	O1_2694	2012-07-14	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	79.4	115.19	NA	TRUE	TRUE
O1	O1_2694	2012-07-14	Primiparous	C	2015-11-11	NA	LongerOrNever	2.8	37	111.62	TRUE	TRUE	TRUE
O1	O1_2694	2012-07-14	Primiparous	F	2016-08-15	NA	LongerOrNever	3	38.8	61.91	TRUE	TRUE	TRUE
O1	O1_2694	2012-07-14	Primiparous	D	2016-02-02	NA	LongerOrNever	1.4	56.7	77.55	TRUE	TRUE	TRUE
O1	O1_2724	2012-09-13	Primiparous	C	2015-11-11	NA	LongerOrNever	0.6	128.5	18.12	TRUE	TRUE	TRUE
O1	O1_2724	2012-09-13	Primiparous	E	2016-04-14	NA	LongerOrNever	0	50.8	9.07	FALSE	TRUE	TRUE
O1	O1_2724	2012-09-13	Primiparous	A	2015-04-27	NA	LongerOrNever	0.8	NA	6.8	TRUE	NA	TRUE
O1	O1_2724	2012-09-13	Primiparous	B	2015-07-27	NA	LongerOrNever	0	102.1	4.33	FALSE	TRUE	TRUE
O1	O1_2724	2012-09-13	Primiparous	F	2016-08-15	NA	LongerOrNever	0.2	103.5	8.42	TRUE	TRUE	TRUE
O1	O1_2724	2012-09-13	Primiparous	D	2016-02-02	NA	LongerOrNever	0.2	134.3	5.51	TRUE	TRUE	TRUE
O1	O1_2724	2012-09-13	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	182.9	7.21	NA	TRUE	TRUE
O1	O1_2730	2012-09-25	Primiparous	E	2016-04-14	NA	LongerOrNever	2.8	162.3	33.4	TRUE	TRUE	TRUE
O1	O1_2730	2012-09-25	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	194.2	19.01	NA	TRUE	TRUE
O1	O1_2730	2012-09-25	Primiparous	F	2016-08-15	NA	LongerOrNever	1	209.5	31.47	TRUE	TRUE	TRUE
O1	O1_2734	2012-10-06	Primiparous	D	2016-02-02	NA	LongerOrNever	3.4	173.2	125.28	TRUE	TRUE	TRUE
O1	O1_2734	2012-10-06	Primiparous	C	2015-11-11	NA	LongerOrNever	8	170.6	101.79	TRUE	TRUE	TRUE
O1	O1_2739	2012-10-17	Primiparous	E	2016-04-14	NA	LongerOrNever	0	132	2.81	FALSE	TRUE	TRUE
O1	O1_2739	2012-10-17	Primiparous	C	2015-11-11	NA	LongerOrNever	0.4	143.5	20.24	TRUE	TRUE	TRUE
O1	O1_2739	2012-10-17	Primiparous	D	2016-02-02	NA	LongerOrNever	0	177.7	4.38	FALSE	TRUE	TRUE
O1	O1_2739	2012-10-17	Primiparous	B	2015-07-27	NA	LongerOrNever	0.4	130.1	8.51	TRUE	TRUE	TRUE
O1	O1_2739	2012-10-17	Primiparous	F	2016-08-15	NA	LongerOrNever	0	162.9	2.99	FALSE	TRUE	TRUE
O1	O1_2739	2012-10-17	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	88.5	1.28	NA	TRUE	FALSE
O1	O1_2739	2012-10-17	Primiparous	A	2015-04-27	NA	LongerOrNever	0.6	NA	4.26	TRUE	NA	TRUE
O1	O1_2740	2012-10-18	Primiparous	A	2015-04-27	NA	LongerOrNever	0.2	NA	15.45	TRUE	NA	TRUE
O1	O1_2740	2012-10-18	Primiparous	B	2015-07-27	NA	LongerOrNever	0.4	137.9	9.51	TRUE	TRUE	TRUE
O1	O1_2742	2012-10-24	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	2.25	FALSE	NA	TRUE
O1	O1_2742	2012-10-24	Primiparous	C	2015-11-11	NA	LongerOrNever	0.6	138.9	5.07	TRUE	TRUE	TRUE
O1	O1_2742	2012-10-24	Primiparous	B	2015-07-27	NA	LongerOrNever	0.2	99.8	2.71	TRUE	TRUE	TRUE
O1	O1_2742	2012-10-24	Primiparous	E	2016-04-14	NA	LongerOrNever	0.6	78.3	8.56	TRUE	TRUE	TRUE
O1	O1_2742	2012-10-24	Primiparous	D	2016-02-02	NA	LongerOrNever	0.6	121.2	4.13	TRUE	TRUE	TRUE
O1	O1_2742	2012-10-24	Primiparous	F	2016-08-15	NA	LongerOrNever	0.4	126.9	5.43	TRUE	TRUE	TRUE
O1	O1_2742	2012-10-24	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	48.1	33.14	NA	TRUE	TRUE
O1	O1_2743	2012-10-24	Primiparous	C	2015-11-11	NA	LongerOrNever	0	132.8	3.51	FALSE	TRUE	TRUE
O1	O1_2743	2012-10-24	Primiparous	B	2015-07-27	NA	LongerOrNever	0	124.2	1.76	FALSE	TRUE	TRUE
O1	O1_2743	2012-10-24	Primiparous	A	2015-04-27	NA	LongerOrNever	0.2	NA	10.9	TRUE	NA	TRUE
O1	O1_2743	2012-10-24	Primiparous	D	2016-02-02	NA	LongerOrNever	0.4	143.7	53.7	TRUE	TRUE	TRUE
O1	O1_2749	2012-11-03	Primiparous	F	2016-08-15	NA	LongerOrNever	1.6	170.1	40.86	TRUE	TRUE	TRUE
O1	O1_2749	2012-11-03	Primiparous	E	2016-04-14	NA	LongerOrNever	1.6	123.5	78.78	TRUE	TRUE	TRUE
O1	O1_2784	2012-12-27	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	0.38	FALSE	NA	FALSE
O1	O1_2784	2012-12-27	Primiparous	B	2015-07-27	NA	LongerOrNever	0	NA	0.47	FALSE	NA	FALSE
O1	O1_2787	2012-12-30	Primiparous	A	2015-04-27	NA	LongerOrNever	2.4	NA	117.38	TRUE	NA	TRUE
O1	O1_2787	2012-12-30	Primiparous	B	2015-07-27	NA	LongerOrNever	3.6	129.5	30.44	TRUE	TRUE	TRUE
O1	O1_2787	2012-12-30	Primiparous	C	2015-11-11	NA	LongerOrNever	6	174.7	72.37	TRUE	TRUE	TRUE
O1	O1_2787	2012-12-30	Primiparous	D	2016-02-02	NA	LongerOrNever	5.2	146.9	9.8	TRUE	TRUE	TRUE
O1	O1_2787	2012-12-30	Primiparous	F	2016-08-15	NA	LongerOrNever	2.8	180.9	44.6	TRUE	TRUE	TRUE
O1	O1_2787	2012-12-30	Primiparous	E	2016-04-14	NA	LongerOrNever	4.2	185.4	100.17	TRUE	TRUE	TRUE
O1	O1_2787	2012-12-30	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	151.8	28.09	NA	TRUE	TRUE
O1	O1_2807	2013-01-24	Primiparous	B	2015-07-27	NA	LongerOrNever	0	197.7	2.94	FALSE	TRUE	TRUE
O1	O1_2807	2013-01-24	Primiparous	F	2016-08-15	NA	LongerOrNever	1	166.1	10	TRUE	TRUE	TRUE
O1	O1_2807	2013-01-24	Primiparous	E	2016-04-14	NA	LongerOrNever	2.4	140.5	20.08	TRUE	TRUE	TRUE
O1	O1_2807	2013-01-24	Primiparous	D	2016-02-02	NA	LongerOrNever	2.2	164.6	3.66	TRUE	TRUE	TRUE
O1	O1_2807	2013-01-24	Primiparous	A	2015-04-27	NA	LongerOrNever	0.2	NA	3.69	TRUE	NA	TRUE
O1	O1_2807	2013-01-24	Primiparous	C	2015-11-11	NA	LongerOrNever	0	194.8	32.87	FALSE	TRUE	TRUE
O1	O1_2820	2013-03-03	Primiparous	A	2015-04-27	NA	LongerOrNever	6.4	NA	24.62	TRUE	NA	TRUE
O1	O1_2820	2013-03-03	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	193.7	42.14	NA	TRUE	TRUE
O1	O1_2820	2013-03-03	Primiparous	F	2016-08-15	NA	LongerOrNever	1	153.2	45.15	TRUE	TRUE	TRUE
O1	O1_2820	2013-03-03	Primiparous	C	2015-11-11	NA	LongerOrNever	2	167.3	64.55	TRUE	TRUE	TRUE
O1	O1_2820	2013-03-03	Primiparous	E	2016-04-14	NA	LongerOrNever	1.2	191.5	15.32	TRUE	TRUE	TRUE
O1	O1_2820	2013-03-03	Primiparous	D	2016-02-02	NA	LongerOrNever	2.8	197.6	17.71	TRUE	TRUE	TRUE
O1	O1_2820	2013-03-03	Primiparous	B	2015-07-27	NA	LongerOrNever	1.8	174.7	13.09	TRUE	TRUE	TRUE
O1	O1_2833	2013-03-18	Primiparous	A	2015-04-27	NA	LongerOrNever	0.2	NA	26.7	TRUE	NA	TRUE
O1	O1_2833	2013-03-18	Primiparous	C	2015-11-11	NA	LongerOrNever	0	143.2	18.39	FALSE	TRUE	TRUE
O1	O1_2833	2013-03-18	Primiparous	F	2016-08-15	NA	LongerOrNever	0.4	56.7	25.56	TRUE	TRUE	TRUE
O1	O1_2833	2013-03-18	Primiparous	D	2016-02-02	NA	LongerOrNever	0.2	135.8	17.27	TRUE	TRUE	TRUE
O1	O1_2833	2013-03-18	Primiparous	B	2015-07-27	NA	LongerOrNever	0.6	155.7	6.57	TRUE	TRUE	TRUE
O1	O1_2833	2013-03-18	Primiparous	E	2016-04-14	NA	LongerOrNever	0	71	16.85	FALSE	TRUE	TRUE
O1	O1_2833	2013-03-18	Primiparous	G	2017-01-16	NA	LongerOrNever	NA	114	17.49	NA	TRUE	TRUE
O1	O1_2834	2013-03-20	Heifer	E	2016-04-14	NA	LongerOrNever	3	171.8	52.65	TRUE	TRUE	TRUE
O1	O1_2834	2013-03-20	Heifer	G	2017-01-16	NA	LongerOrNever	NA	195	100.25	NA	TRUE	TRUE
O1	O1_2834	2013-03-20	Heifer	D	2016-02-02	NA	LongerOrNever	1.4	190.7	53.45	TRUE	TRUE	TRUE
O1	O1_2834	2013-03-20	Heifer	F	2016-08-15	NA	LongerOrNever	1.4	NA	39.99	TRUE	NA	TRUE
O1	O1_2905	2013-08-16	Heifer	F	2016-08-15	NA	LongerOrNever	0	82.6	2.27	FALSE	TRUE	TRUE
O1	O1_2905	2013-08-16	Heifer	C	2015-11-11	NA	LongerOrNever	0	96.1	0.23	FALSE	TRUE	FALSE
O1	O1_2905	2013-08-16	Heifer	B	2015-07-27	NA	LongerOrNever	0	8.6	0.37	FALSE	FALSE	FALSE
O1	O1_2905	2013-08-16	Heifer	A	2015-04-27	NA	LongerOrNever	0	2	0.43	FALSE	FALSE	FALSE
O1	O1_2905	2013-08-16	Heifer	D	2016-02-02	NA	LongerOrNever	0	160.7	5.31	FALSE	TRUE	TRUE
O1	O1_2905	2013-08-16	Heifer	E	2016-04-14	NA	LongerOrNever	0	59.6	2.51	FALSE	TRUE	TRUE
O1	O1_2913	2013-08-31	Heifer	D	2016-02-02	NA	LongerOrNever	0	166.4	2.24	FALSE	TRUE	TRUE
O1	O1_2913	2013-08-31	Heifer	F	2016-08-15	NA	LongerOrNever	0	126.3	5.34	FALSE	TRUE	TRUE
O1	O1_2913	2013-08-31	Heifer	C	2015-11-11	NA	LongerOrNever	0	105.5	1.16	FALSE	TRUE	FALSE
O1	O1_2913	2013-08-31	Heifer	E	2016-04-14	NA	LongerOrNever	0.4	157.3	4.55	TRUE	TRUE	TRUE
O1	O1_2913	2013-08-31	Heifer	G	2017-01-16	NA	LongerOrNever	NA	110.9	17.93	NA	TRUE	TRUE
O1	O1_2920	2013-09-18	Heifer	E	2016-04-14	NA	LongerOrNever	0	-5	0.93	FALSE	FALSE	FALSE
O1	O1_2920	2013-09-18	Heifer	F	2016-08-15	NA	LongerOrNever	0	1.8	0.53	FALSE	FALSE	FALSE
O1	O1_2920	2013-09-18	Heifer	G	2017-01-16	NA	LongerOrNever	NA	60.3	3.58	NA	TRUE	TRUE
O1	O1_2923	2013-09-23	Heifer	F	2016-08-15	NA	LongerOrNever	0	10.1	0.78	FALSE	FALSE	FALSE
O1	O1_2923	2013-09-23	Heifer	G	2017-01-16	NA	LongerOrNever	NA	171.8	2.6	NA	TRUE	TRUE
O1	O1_2923	2013-09-23	Heifer	E	2016-04-14	NA	LongerOrNever	0	122.3	0.94	FALSE	TRUE	FALSE
O1	O1_2927	2013-09-27	Heifer	C	2015-11-11	NA	LongerOrNever	0	-1.3	1.44	FALSE	FALSE	TRUE
O1	O1_2927	2013-09-27	Heifer	B	2015-07-27	NA	LongerOrNever	0	23.3	0.2	FALSE	FALSE	FALSE
O1	O1_2927	2013-09-27	Heifer	A	2015-04-27	NA	LongerOrNever	0	3.8	-0.02	FALSE	FALSE	FALSE
O1	O1_2930	2013-10-05	Heifer	D	2016-02-02	NA	LongerOrNever	0	76.7	3.11	FALSE	TRUE	TRUE
O1	O1_2933	2016-10-11	Heifer	G	2017-01-16	NA	LongerOrNever	NA	6.9	0.43	NA	FALSE	FALSE
O1	O1_2933	2016-10-11	Heifer	E	2016-04-14	NA	LongerOrNever	0	139.9	2.9	FALSE	TRUE	TRUE
O1	O1_2933	2016-10-11	Heifer	F	2016-08-15	NA	LongerOrNever	0	102.8	1.34	FALSE	TRUE	FALSE
O1	O1_2936	2013-10-13	Heifer	B	2015-07-27	NA	LongerOrNever	0	5.3	0.04	FALSE	FALSE	FALSE
O1	O1_2936	2013-10-13	Heifer	A	2015-04-27	NA	LongerOrNever	0	5.8	0.55	FALSE	FALSE	FALSE
O1	O1_2936	2013-10-13	Heifer	F	2016-08-15	NA	LongerOrNever	0.2	174.7	11.6	TRUE	TRUE	TRUE
O1	O1_2936	2013-10-13	Heifer	C	2015-11-11	NA	LongerOrNever	0	134.4	1.55	FALSE	TRUE	TRUE
O1	O1_2936	2013-10-13	Heifer	E	2016-04-14	NA	LongerOrNever	0	129.3	15.75	FALSE	TRUE	TRUE
O1	O1_2936	2013-10-13	Heifer	D	2016-02-02	NA	LongerOrNever	0	198.7	4.94	FALSE	TRUE	TRUE
O1	O1_2936	2013-10-13	Heifer	G	2017-01-16	NA	LongerOrNever	NA	159.3	72.02	NA	TRUE	TRUE
O1	O1_2942	2013-10-22	Heifer	A	2015-04-27	NA	LongerOrNever	0	2.7	0.37	FALSE	FALSE	FALSE
O1	O1_2942	2013-10-22	Heifer	D	2016-02-02	NA	LongerOrNever	0	166.2	3.67	FALSE	TRUE	TRUE
O1	O1_2942	2013-10-22	Heifer	B	2015-07-27	NA	LongerOrNever	0	167.7	0.92	FALSE	TRUE	FALSE
O1	O1_2942	2013-10-22	Heifer	C	2015-11-11	NA	LongerOrNever	0	188.9	1.97	FALSE	TRUE	TRUE
O1	O1_2951	2013-11-12	Heifer	B	2015-07-27	NA	LongerOrNever	0	4.9	0.29	FALSE	FALSE	FALSE
O1	O1_2951	2013-11-12	Heifer	A	2015-04-27	NA	LongerOrNever	0	0.7	NA	FALSE	FALSE	NA
O1	O1_2955	2013-11-14	Heifer	F	2016-08-15	NA	LongerOrNever	0.4	183.9	1.47	TRUE	TRUE	TRUE
O1	O1_2955	2013-11-14	Heifer	C	2015-11-11	NA	LongerOrNever	0	34.8	0.75	FALSE	TRUE	FALSE
O1	O1_2955	2013-11-14	Heifer	D	2016-02-02	NA	LongerOrNever	0	162.9	1.28	FALSE	TRUE	FALSE
O1	O1_2955	2013-11-14	Heifer	B	2015-07-27	NA	LongerOrNever	0	5.2	0.5	FALSE	FALSE	FALSE
O1	O1_2955	2013-11-14	Heifer	E	2016-04-14	NA	LongerOrNever	0	129.3	3.02	FALSE	TRUE	TRUE
O1	O1_2955	2013-11-14	Heifer	A	2015-04-27	NA	LongerOrNever	0	0.6	-0.01	FALSE	FALSE	FALSE
O1	O1_2955	2013-11-14	Heifer	G	2017-01-16	NA	LongerOrNever	NA	185.9	32.4	NA	TRUE	TRUE
O1	O1_2957	2013-11-14	Heifer	D	2016-02-02	NA	LongerOrNever	0	192.1	1.29	FALSE	TRUE	FALSE
O1	O1_2957	2013-11-14	Heifer	A	2015-04-27	NA	LongerOrNever	0	3.5	-11.34	FALSE	FALSE	FALSE
O1	O1_2957	2013-11-14	Heifer	C	2015-11-11	NA	LongerOrNever	0	3.3	1.09	FALSE	FALSE	FALSE
O1	O1_2957	2013-11-14	Heifer	B	2015-07-27	NA	LongerOrNever	0	4.5	0.53	FALSE	FALSE	FALSE
O1	O1_2962	2013-11-21	Heifer	B	2015-07-27	NA	LongerOrNever	0	0.5	0.57	FALSE	FALSE	FALSE
O1	O1_2962	2013-11-21	Heifer	D	2016-02-02	NA	LongerOrNever	0.2	192.3	4.55	TRUE	TRUE	TRUE
O1	O1_2962	2013-11-21	Heifer	C	2015-11-11	NA	LongerOrNever	0	173.9	0.95	FALSE	TRUE	FALSE
O1	O1_2962	2013-11-21	Heifer	A	2015-04-27	NA	LongerOrNever	0	-0.2	-0.35	FALSE	FALSE	FALSE
O1	O1_2963	2013-11-23	Heifer	D	2016-02-02	NA	LongerOrNever	0	199.1	2.34	FALSE	TRUE	TRUE
O1	O1_2963	2013-11-23	Heifer	A	2015-04-27	NA	LongerOrNever	0	2.4	0.29	FALSE	FALSE	FALSE
O1	O1_2963	2013-11-23	Heifer	G	2017-01-16	NA	LongerOrNever	NA	184.4	15.98	NA	TRUE	TRUE
O1	O1_2963	2013-11-23	Heifer	B	2015-07-27	NA	LongerOrNever	0	90.8	0.35	FALSE	TRUE	FALSE
O1	O1_2963	2013-11-23	Heifer	C	2015-11-11	NA	LongerOrNever	0	130.4	2.44	FALSE	TRUE	TRUE
O1	O1_2963	2013-11-23	Heifer	F	2016-08-15	NA	LongerOrNever	1.4	158.7	7.48	TRUE	TRUE	TRUE
O1	O1_2963	2013-11-23	Heifer	E	2016-04-14	NA	LongerOrNever	0	134.2	4.38	FALSE	TRUE	TRUE
O1	O1_2967	2013-12-07	Heifer	F	2016-08-15	NA	LongerOrNever	0.2	117.7	10.51	TRUE	TRUE	TRUE
O1	O1_2967	2013-12-07	Heifer	D	2016-02-02	NA	LongerOrNever	0	178.7	18.15	FALSE	TRUE	TRUE
O1	O1_2967	2013-12-07	Heifer	E	2016-04-14	NA	LongerOrNever	0.8	134.6	5.86	TRUE	TRUE	TRUE
O1	O1_2967	2013-12-07	Heifer	G	2017-01-16	NA	LongerOrNever	NA	83.1	14.84	NA	TRUE	TRUE
O1	O1_2968	2013-12-08	Heifer	B	2015-07-27	NA	LongerOrNever	0	42.7	0.38	FALSE	TRUE	FALSE
O1	O1_2968	2013-12-08	Heifer	C	2015-11-11	NA	LongerOrNever	0	193.2	0.6	FALSE	TRUE	FALSE
O1	O1_2968	2013-12-08	Heifer	A	2015-04-27	NA	LongerOrNever	0	12.7	0.34	FALSE	FALSE	FALSE
O1	O1_2971	2013-12-11	Heifer	B	2015-07-27	NA	LongerOrNever	0	11.1	0.21	FALSE	FALSE	FALSE
O1	O1_2971	2013-12-11	Heifer	D	2016-02-02	NA	LongerOrNever	0	180.2	2.25	FALSE	TRUE	TRUE
O1	O1_2971	2013-12-11	Heifer	A	2015-04-27	NA	LongerOrNever	0	2.8	-0.04	FALSE	FALSE	FALSE
O1	O1_2971	2013-12-11	Heifer	C	2015-11-11	NA	LongerOrNever	0	229.2	0.99	FALSE	TRUE	FALSE
O1	O1_2971	2013-12-11	Heifer	E	2016-04-14	NA	LongerOrNever	0	156.9	10.52	FALSE	TRUE	TRUE
O1	O1_3033	2014-05-02	Calf	D	2016-02-02	NA	LongerOrNever	0	-11.9	0.95	FALSE	FALSE	FALSE
O1	O1_3033	2014-05-02	Calf	B	2015-07-27	NA	LongerOrNever	0	3.3	0.36	FALSE	FALSE	FALSE
O1	O1_3033	2014-05-02	Calf	G	2017-01-16	NA	LongerOrNever	NA	-0.8	0.31	NA	FALSE	FALSE
O1	O1_3033	2014-05-02	Calf	C	2015-11-11	NA	LongerOrNever	0	4.7	1	FALSE	FALSE	FALSE
O1	O1_3033	2014-05-02	Calf	A	2015-04-27	NA	LongerOrNever	0	7.9	0.66	FALSE	FALSE	FALSE
O1	O1_3033	2014-05-02	Calf	F	2016-08-15	NA	LongerOrNever	0	4.1	1.09	FALSE	FALSE	FALSE
O1	O1_3033	2014-05-02	Calf	E	2016-04-14	NA	LongerOrNever	0	0.7	0.48	FALSE	FALSE	FALSE
O1	O1_3048	2014-05-28	Calf	G	2017-01-16	NA	LongerOrNever	NA	160.9	23.26	NA	TRUE	TRUE
O1	O1_3048	2014-05-28	Calf	E	2016-04-14	NA	LongerOrNever	0.8	123	49.6	TRUE	TRUE	TRUE
O1	O1_3048	2014-05-28	Calf	F	2016-08-15	NA	LongerOrNever	0.6	180.8	31.94	TRUE	TRUE	TRUE
O1	O1_3071	2014-07-17	Calf	C	2015-11-11	NA	LongerOrNever	0	2.7	0.86	FALSE	FALSE	FALSE
O1	O1_3071	2014-07-17	Calf	F	2016-08-15	NA	LongerOrNever	0	12.2	0.64	FALSE	FALSE	FALSE
O1	O1_3071	2014-07-17	Calf	E	2016-04-14	NA	LongerOrNever	0	1.6	0.56	FALSE	FALSE	FALSE
O1	O1_3071	2014-07-17	Calf	A	2015-04-27	NA	LongerOrNever	0	0.9	0.69	FALSE	FALSE	FALSE
O1	O1_3071	2014-07-17	Calf	B	2015-07-27	NA	LongerOrNever	0	3.9	0.23	FALSE	FALSE	FALSE
O1	O1_3071	2014-07-17	Calf	D	2016-02-02	NA	LongerOrNever	0	7.9	1.21	FALSE	FALSE	FALSE
O1	O1_3071	2014-07-17	Calf	G	2017-01-16	NA	LongerOrNever	NA	186	5.8	NA	TRUE	TRUE
O1	O1_3080	2014-08-14	Calf	C	2015-11-11	NA	LongerOrNever	0	1.2	0.84	FALSE	FALSE	FALSE
O1	O1_3080	2014-08-14	Calf	E	2016-04-14	NA	LongerOrNever	0	7.5	0.56	FALSE	FALSE	FALSE
O1	O1_3080	2014-08-14	Calf	G	2017-01-16	NA	LongerOrNever	NA	162.9	0.35	NA	TRUE	FALSE
O1	O1_3080	2014-08-14	Calf	B	2015-07-27	NA	LongerOrNever	0	3.5	0.24	FALSE	FALSE	FALSE
O1	O1_3080	2014-08-14	Calf	F	2016-08-15	NA	LongerOrNever	0	4.1	0.72	FALSE	FALSE	FALSE
O1	O1_3080	2014-08-14	Calf	A	2015-04-27	NA	LongerOrNever	0	1.6	0.51	FALSE	FALSE	FALSE
O1	O1_3080	2014-08-14	Calf	D	2016-02-02	NA	LongerOrNever	0	-2.1	1.08	FALSE	FALSE	FALSE
O1	O1_3082	2014-08-16	Calf	E	2016-04-14	NA	LongerOrNever	0	2.8	0.42	FALSE	FALSE	FALSE
O1	O1_3082	2014-08-16	Calf	F	2016-08-15	NA	LongerOrNever	0	211.5	0.88	FALSE	TRUE	FALSE
O1	O1_3082	2014-08-16	Calf	C	2015-11-11	NA	LongerOrNever	0	4.9	0.91	FALSE	FALSE	FALSE
O1	O1_3082	2014-08-16	Calf	D	2016-02-02	NA	LongerOrNever	0	3.3	1.3	FALSE	FALSE	FALSE
O1	O1_3082	2014-08-16	Calf	A	2015-04-27	NA	LongerOrNever	0	-1.8	-0.14	FALSE	FALSE	FALSE
O1	O1_3082	2014-08-16	Calf	B	2015-07-27	NA	LongerOrNever	0	2.4	0.41	FALSE	FALSE	FALSE
O1	O1_3082	2014-08-16	Calf	G	2017-01-16	NA	LongerOrNever	NA	194.8	37.28	NA	TRUE	TRUE
